"id","country_id:id","name","code"
"state_co_639","base.co","MOMIL / Córdoba","23464"
"state_co_640","base.co","MONTELÍBANO / Córdoba","23466"
"state_co_641","base.co","MOÑITOS / Córdoba","23500"
"state_co_642","base.co","PLANETA RICA / Córdoba","23555"
"state_co_643","base.co","PUEBLO NUEVO / Córdoba","23570"
"state_co_644","base.co","PUERTO ESCONDIDO / Córdoba","23574"
"state_co_645","base.co","PUERTO LIBERTADOR / Córdoba","23580"
"state_co_646","base.co","PURÍSIMA / Córdoba","23586"
"state_co_647","base.co","SAHAGÚN / Córdoba","23660"
"state_co_648","base.co","SAN ANDRÉS SOTAVENTO / Córdoba","23670"
"state_co_649","base.co","SAN ANTERO / Córdoba","23672"
"state_co_650","base.co","SAN BERNARDO DEL VIENTO / Córdoba","23675"
"state_co_651","base.co","SAN CARLOS / Córdoba","23678"
"state_co_652","base.co","SAN PELAYO / Córdoba","23686"
"state_co_653","base.co","TIERRALTA / Córdoba","23807"
"state_co_654","base.co","VALENCIA / Córdoba","23855"
"state_co_655","base.co","AGUA DE DIOS / Cundinamarca","25001"
"state_co_656","base.co","ALBÁN / Cundinamarca","25019"
"state_co_657","base.co","ANAPOIMA / Cundinamarca","25035"
"state_co_658","base.co","ANOLAIMA / Cundinamarca","25040"
"state_co_659","base.co","ARBELÁEZ / Cundinamarca","25053"
"state_co_660","base.co","BELTRÁN / Cundinamarca","25086"
"state_co_661","base.co","BITUIMA / Cundinamarca","25095"
"state_co_662","base.co","BOJACÁ / Cundinamarca","25099"
"state_co_663","base.co","CABRERA / Cundinamarca","25120"
"state_co_664","base.co","CACHIPAY / Cundinamarca","25123"
"state_co_665","base.co","CAJICÁ / Cundinamarca","25126"
"state_co_666","base.co","CAPARRAPÍ / Cundinamarca","25148"
"state_co_667","base.co","CAQUEZA / Cundinamarca","25151"
"state_co_668","base.co","CARMEN DE CARUPA / Cundinamarca","25154"
"state_co_669","base.co","CHAGUANÍ / Cundinamarca","25168"
"state_co_670","base.co","CHÍA / Cundinamarca","25175"
"state_co_671","base.co","CHIPAQUE / Cundinamarca","25178"
